Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate
LAW,Common Stock,CS Disco Inc.,"CS Disco, Inc., a legal technology company, offers artificial intelligence and cloud computing solutions that help attorneys and legal teams solve their clients' legal problems. The company is headquartered in Austin, Texas.",1625641,NYSE,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"3700 N. CAPITAL OF TEXAS HIGHWAY, SUITE 150, AUSTIN, TX, US",December,2021-12-31,1793367000,None,None,None,4.632,0,0,-0.735,3.443,-0.213,-0.208,-0.0813,-0.145,114342000,83244000,-0.735,0,0.762,48.6,-,-,15.68,6.57,13.2,-,None,69.41,25.99,32.88,41.23,58226000,None,None
LDOS,Common Stock,Leidos Holdings Inc,"Leidos, formerly known as Science Applications International Corporation (SAIC), is an American defense, aviation, information technology (Lockheed Martin IS&GS), and biomedical research company headquartered in Reston, Virginia, that provides scientific, engineering, systems integration, and technical services.",1336920,NYSE,USD,USA,TECHNOLOGY,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,"1750 PRESIDENTS STREET, RESTON, VA, US",January,2022-01-31,14484974000,1488000000,20.16,2.34,30.65,1.4,0.0136,5.27,97.43,0.0548,0.0847,0.0564,0.185,13737000000,2014000000,5.27,-0.103,0.073,118,20.16,15.13,1.054,3.439,1.434,13.34,0.752,111.12,80.78,104.13,97.15,136342000,2022-03-31,2022-03-14
LEDS,Common Stock,SemiLEDs Corporation,"SemiLEDs Corporation develops, manufactures, and sells light-emitting diode (LED) chips, LED components, and LED modules and systems in the United States, Taiwan, the Netherlands, Germany, Japan, Ireland, and internationally. The company is headquartered in Chunan, Taiwan.",1333822,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"3F, NO. 11 KE JUNG RD., CHU-NAN SITE, HSINCHU SCIENCE PARK, MIAO-LI COUNTY, CHU-NAN, TW",August,2022-02-28,13135400,-3197000,None,0,0.924,0,0,-0.623,1.277,-0.487,-0.754,-0.165,-0.893,5481000,1033000,-0.623,0,1.038,3,-,-,2.397,3.4,3.018,213.61,1.019,31.44,2.88,3.406,6.07,4513900,None,None
LFUS,Common Stock,Littelfuse Inc,"Littelfuse, Inc. manufactures and sells circuit protection, power control, and sensing products in Asia-Pacific, the Americas, and Europe. The company is headquartered in Chicago, Illinois.",889331,NASDAQ,USD,USA,MANUFACTURING,SWITCHGEAR & SWITCHBOARD APPARATUS,"8755 WEST HIGGINS ROAD, CHICAGO, IL, US",December,2021-12-31,5552220000,499026000,19.76,1.413,76.7,2.02,0.0094,11.38,84.54,0.137,0.193,0.0848,0.162,2079928000,780323000,11.38,-0.133,0.38,299,19.76,16.58,2.669,3.019,2.839,12.89,1.218,334.14,223.31,245.52,275.35,24689700,2022-03-10,2022-02-23
LITE,Common Stock,Lumentum Holdings Inc,"Lumentum Holdings Inc. manufactures and sells optical and photonic products in the Americas, Asia-Pacific, Europe, the Middle East, and Africa. The company is headquartered in San Jose, California.",1633978,NASDAQ,USD,USA,MANUFACTURING,"COMMUNICATIONS EQUIPMENT, NEC","400 NORTH MCCARTHY BOULEVARD, MILPITAS, CA, US",June,2021-12-31,5981770000,481300000,16.55,0.97,28.0,0,0,5.0,23.09,0.226,0.181,0.0546,0.195,1706700000,850200000,5.0,-0.292,-0.067,114.25,16.55,12.59,3.505,3.016,3.138,7.76,0.831,108.9,65.67,93.24,90.9,72200000,None,None
LIZI,Common Stock,Lizhi Inc,"Lizhi Inc. operates an online user-generated content audio community, interactive audio entertainment platform, and online audio platform in China and the United States. The company is headquartered in Guangzhou, the People's Republic of China.",1783407,NASDAQ,USD,China,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","YANGCHENG CREATIVE INDUSTRY ZONE, NO.309, HUANGPU AVENUE, MIDDLE, TIANHE DISTRICT, GUANGZHOU, CHINA",December,2021-12-31,66418000,None,None,None,5.03,0,0,-0.396,42.74,-0.06,-0.0653,-0.157,-0.6,2119514000,617009000,-0.396,0,0.333,6.66,-,-,0.0313,1.394,-,0.102,1.411,8.38,0.87,1.425,2.592,50701000,None,None
LOGI,Common Stock,Logitech International S.A,"Logitech International SA designs, manufactures and markets products that help people connect to digital and cloud experiences globally. The company is headquartered in Lausanne, Switzerland.",1032975,NASDAQ,USD,USA,TECHNOLOGY,"COMPUTER PERIPHERAL EQUIPMENT, NEC","1015 LAUSANNE, C/O LOGITECH INC., NEWARK, CA, CH",March,2021-12-31,10653552000,1054715000,14.42,1.91,14.22,0.928,0.0139,4.443,34.42,0.132,0.164,0.148,0.341,5787032000,2349064000,4.443,-0.441,-0.021,123.81,14.42,13.83,1.841,4.582,1.68,9.19,0.699,138.79,63.99,73.11,86.93,166228000,2021-09-22,2021-09-20
LPSN,Common Stock,LivePerson Inc,"LivePerson, Inc., offers conversational commerce solutions. The company is headquartered in New York, New York.",1102993,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"475 10TH AVENUE, 5TH FLOOR, NEW YORK, NY, US",December,2021-12-31,1532695000,-26822000,None,5.92,4.838,0,0,-1.8,6.75,-0.266,-0.17,-0.0456,-0.421,469624000,312744000,-1.8,0,0.212,29.75,-,714.29,3.264,4.883,3.765,-,1.318,68.82,16,24.19,43.05,72571000,None,None
LRCX,Common Stock,Lam Research Corporation,"Lam Research Corporation is an American corporation that engages in the design, manufacture, marketing, and service of semiconductor processing equipment used in the fabrication of integrated circuits. Its products are used primarily in front-end wafer processing, which involves the steps that create the active components of semiconductor devices (transistors, capacitors) and their wiring (interconnects). The company also builds equipment for back-end wafer-level packaging (WLP), and for related manufacturing markets such as for microelectromechanical systems (MEMS). The company is headquartered in Fremont, California, in the Silicon Valley.",707549,NASDAQ,USD,USA,TECHNOLOGY,"SPECIAL INDUSTRY MACHINERY, NEC","4650 CUSHING BLVD, FREMONT, CA, US",June,2022-03-31,63362241000,5541036000,14.24,0.926,46.16,5.6,0.0131,32.08,116.42,0.278,0.316,0.204,0.766,16523902000,6805306000,32.08,0.416,0.223,651.79,14.24,12.0,3.835,10.66,3.877,11.61,1.247,729.51,449.57,518.75,594.29,138715000,2022-04-06,2022-03-15
LSCC,Common Stock,Lattice Semiconductor Corporation,"Lattice Semiconductor Corporation, develops and sells semiconductor products in Asia, Europe and America. The company is headquartered in Hillsboro, Oregon.",855658,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"5555 NE MOORE CT, HILLSBORO, OR, US",December,2021-12-31,6468213000,127356000,70.18,3.18,2.999,0,0,0.67,3.772,0.186,0.2,0.0915,0.241,515327000,321675000,0.67,0.709,0.323,77,70.18,33.44,12.55,15.8,12.72,49.91,1.022,85.45,42.94,56.68,63.69,137563000,None,None
LTCH,Common Stock,Latch Inc,"Latch, Inc. makes spaces better places to live, work and visit through a system of software, devices and services in the United States. The company is headquartered in New York City, with additional offices in San Francisco and Taipei.",1826000,NASDAQ,USD,USA,TRADE & SERVICES,WHOLESALE-HARDWARE,"508 WEST 26TH STREET, SUITE 6G, NEW YORK, NY, US",December,2021-12-31,461376000,None,None,None,2.653,0,0,-1.923,0.478,0,-3.425,-0.327,-0.867,41360000,-2678000,-1.923,0,0.939,6.86,-,-,11.16,1.298,11.77,-,None,14.83,3.155,4.09,8.25,142841000,None,None
LTCHW,Common Stock,Latch Inc,None,1826000,NASDAQ,USD,USA,TRADE & SERVICES,WHOLESALE-HARDWARE,"508 WEST 26TH STREET, SUITE 6G, NEW YORK, NY, US",December,2021-12-31,1775642000,None,None,None,None,None,None,None,2.438,0,0,0,0,21964000,0,0,0,1.432,None,-,-,-,-,-,-,None,5.19,0.5,0.742,2.154,0,None,None
LVOX,Common Stock,LiveVox Holding Inc,"LiveVox Holding, Inc. develops and sells cloud-based digital engagement tools and customer services. The company is headquartered in San Francisco, California.",1723648,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,"11100 SANTA MONICA BOULEVARD, SUITE 2000, LOS ANGELES, CA, US",December,2021-12-31,288828000,1822000,None,None,1.503,0,0,-1.291,1.491,-0.866,-0.815,-0.373,-1.297,119231000,58592000,-1.291,0,0.133,6.5,-,-,2.422,2.429,2.601,-,0.0563,10.39,2.5,3.656,5.38,98241000,None,None
LVOXW,Common Stock,LiveVox Holding Inc,None,1723648,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,"11100 SANTA MONICA BOULEVARD, SUITE 2000, LOS ANGELES, CA, US",December,2021-12-31,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,None,-,-,-,-,-,-,None,1.82,0.148,0,0,0,None,None
LYFT,Common Stock,Lyft Inc,"Lyft, Inc. operates a peer-to-peer marketplace for on-demand ridesharing in the United States and Canada. The company is headquartered in San Francisco, California.",1759509,NASDAQ,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","185 BERRY STREET, SUITE 5000, SAN FRANCISCO, CA, US",December,2021-12-31,11233992000,-2295772928,None,None,4.041,0,0,-3.015,9.59,-0.315,-0.331,-0.14,-0.657,3208323000,1178558000,-3.015,0,0.702,55.83,-,111.11,3.502,8.29,3.204,-,1.827,63.07,31.52,37.09,44.82,339955000,None,None
LYLT,Common Stock,Loyalty Ventures Inc,None,1870997,NASDAQ,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","7500 DALLAS PARKWAY, SUITE 700, PLANO, TX, US",December,2021-12-31,349976000,114150000,203.14,None,5.96,0,0,0.07,29.91,0.0023,0.143,0.0275,0.0028,735307000,162061000,0.07,1.172,0.033,34,203.14,-,0.476,2.532,1.321,6.84,None,52.5,14.05,18.66,26.01,24611500,None,2022-02-10
LZ,Common Stock,LegalZoom.com Inc,"LegalZoom.com, Inc. operates an online platform for legal and compliance solutions in the United States. The company is headquartered in Glendale, California.",1286139,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,"101 N. BRAND BLVD., SUITE 1100, GLENDALE, CA, US",December,2021-12-31,2887069000,9904000,None,None,0.997,0,0,-0.673,3.563,-0.189,-0.146,-0.154,0,575080000,385716000,-0.673,0,0.163,20.57,-,120.48,5.02,14.35,5.75,157.37,None,40.94,11.05,14.45,22.49,198424000,None,None
MAN,Common Stock,ManpowerGroup Inc,"ManpowerGroup Inc. provides solutions and services for the workforce in the Americas, Southern Europe, Northern Europe, and the Asia Pacific and Middle East region. The company is headquartered in Milwaukee, Wisconsin.",871763,NYSE,USD,USA,TRADE & SERVICES,SERVICES-HELP SUPPLY SERVICES,"100 MANPOWER PLACE, MILWAUKEE, WI, US",December,2022-03-31,4806740000,687300000,13,8.3,47.05,2.52,0.0281,6.91,380.26,0.0185,0.0299,0.0404,0.153,20724400000,3407500000,6.91,0.52,0.065,117.4,13,10.71,0.232,1.949,0.263,7.57,1.868,122.89,84.32,95.97,104.53,53509000,2021-12-15,2021-11-30
MANH,Common Stock,Manhattan Associates Inc,"Manhattan Associates, Inc. develops, sells, implements, services, and maintains software solutions to manage supply chains, inventory, and omnichannel operations for retailers, wholesalers, manufacturers, logistics providers, and other organizations. The company is headquartered in Atlanta, Georgia.",1056696,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"2300 WINDY RIDGE PARKWAY SUITE 700, ATLANTA, GA, US",December,2022-03-31,8173159000,142247000,75.29,3.021,3.969,0,0,1.72,10.46,0.167,0.202,0.167,0.471,663643000,365816000,1.72,0.001,0.166,177.2,75.29,64.52,12.32,33.25,12.19,56.89,1.981,188.52,122.43,134.92,149.82,63113000,None,None
MANT,Common Stock,ManTech International Corporation,"ManTech International Corporation provides technology solutions and services for the US defense, intelligence community, and federal civilian agencies globally. The company is headquartered in Herndon, Virginia.",892537,NASDAQ,USD,USA,TRADE & SERVICES,SERVICES-MANAGEMENT SERVICES,"2251 CORPORATE PARK DRIVE, HERNDON, VA, US",December,2021-12-31,3355963000,264191000,24.58,10.12,41.07,1.52,0.0186,3.345,62.85,0.0537,0.0737,0.0485,0.0842,2553956000,379411000,3.345,-0.07,-0.007,87.75,24.58,26.25,1.314,2.06,1.486,14.38,0.738,90.6,66.38,84.49,79.5,27635200,2022-03-25,2022-03-10
MAPS,Common Stock,WM Technology Inc,None,1779474,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,"MAPLES CORPORATE SERVICES LIMITED, PO BOX 309, UGLAND HOUSE, GRAND CAYMAN, KY",December,2021-12-31,883000000,15656500,None,None,0.968,0,0,-0.181,2.971,0.313,-0.0301,-0.0173,1.888,193146000,185208000,-0.181,-0.941,0.222,8.78,-,-,4.572,6.54,2.032,-,-0.0402,22.24,4.215,6.3,9.45,70399000,None,None
MAPSW,Common Stock,WM Technology Inc,None,1779474,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,"MAPLES CORPORATE SERVICES LIMITED, PO BOX 309, UGLAND HOUSE, GRAND CAYMAN, KY",December,2021-12-31,2684992000,41494500,None,None,None,None,None,None,136.4,0.228,0.245,0,-76.54,152847000,0,0,-0.507,-0.217,None,-,-,-,-,-,-,None,9.5,0.78,0,0,0,None,None
MAXN,Common Stock,Maxeon Solar Technologies Ltd,"Maxeon Solar Technologies, Ltd. designs, manufactures, markets and sells solar panels and related solar system components worldwide. The company is headquartered in Singapore.",1796898,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"8 MARINA BOULEVARD #05-02, MARINA BAY FINANCIAL CENTRE, MARINA BAY, SG",December,2021-12-31,503447000,None,None,None,7.9,0,0,-6.79,20.91,-0.325,-0.21,-0.101,-0.644,783279000,-29014000,-6.79,0,-0.098,15.5,-,-,0.643,1.385,0.644,-,None,25.39,7.48,12.3,15.34,44592300,None,None
MCHP,Common Stock,Microchip Technology Incorporated,"Microchip Technology Inc. is a publicly-listed American corporation that manufactures microcontroller, mixed-signal, analog and Flash-IP integrated circuits.",827054,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"2355 W. CHANDLER BLVD., CHANDLER, AZ, UNITED STATES",March,2021-12-31,35800261000,2758500000,37.79,0.867,10.44,0.852,0.0157,1.704,11.74,0.149,0.252,0.0621,0.174,6443800000,3378800000,1.704,8.02,0.3,92.92,37.79,12.64,5.56,6.33,6.88,17.12,1.566,89.68,63.42,70.92,76.42,555991000,2022-03-08,2022-02-18
MCO,Common Stock,Moody's Corporation,"Moody's Corporation, often referred to as Moody's, is an American business and financial services company. It is the holding company for Moody's Investors Service (MIS), an American credit rating agency, and Moody's Analytics (MA), an American provider of financial analysis software and services.",1059556,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES","7 WORLD TRADE CENTER, AT 250 GREENWICH STREET, NEW YORK, NY, US",December,2021-12-31,59226092000,3116000000,27.12,2.671,14.69,2.48,0.0088,11.78,33.36,0.356,0.46,0.132,0.946,6218000000,4581000000,11.78,0.367,0.193,381.89,27.12,26.74,9.52,21.92,10.59,20.49,1.207,406.39,299.69,327.03,363.32,185377000,2022-03-18,2022-02-24
MDB,Common Stock,MongoDB Inc,"MongoDB, Inc. provides a global general purpose database platform. The company is headquartered in New York, New York.",1441816,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"1633 BROADWAY, 38TH FLOOR, NEW YORK, NY, US",January,2022-01-31,24322519000,-103970000,None,None,9.88,0,0,-4.753,13.53,-0.351,-0.331,-0.0938,-0.927,873782000,614290000,-4.753,0,0.558,473.63,-,-,27.84,37.6,27.96,-,0.834,590,238.01,386.39,436.49,67566000,None,None
MDRX,Common Stock,Allscripts Healthcare Solutions Inc,"Allscripts Healthcare Solutions, Inc. provides information technology solutions and services to healthcare organizations in the United States, Canada, and internationally. The company is headquartered in Chicago, Illinois.",1124804,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,"222 MERCHANDISE MART PLAZA, SUITE 2024, CHICAGO, IL, US",December,2021-12-31,2471766000,138932000,21.86,13.7,12.13,0,0,0.973,11.55,0.0894,0.0592,0.0208,0.0872,1503037000,738265000,0.973,-0.858,0.014,23.81,21.86,20.62,1.645,1.787,1.838,7.87,0.982,23.25,13.05,21.63,17.81,116209000,2008-10-17,2008-10-07
MFC,Common Stock,Manulife Financial Corporation,"Manulife Financial Corporation, offers financial products and services in Asia, Canada, the United States and internationally. The company is headquartered in Toronto, Canada.",1086888,NYSE,USD,USA,FINANCE,LIFE INSURANCE,"200 BLOOR STREET EAST, TORONTO, ON, CA",December,2021-12-31,37722567000,9667000000,6.99,1.84,27.78,1.12,0.0534,2.779,30.81,0.111,0.155,0.0064,0.124,59840999000,18135000000,2.779,0.157,0.214,23.42,6.99,7.41,0.63,0.974,0.611,-,1.197,21.92,17.44,20.64,19.88,1928840000,2022-03-21,2022-02-22
MFGP,Common Stock,Micro Focus International plc,"Micro Focus International plc engages in the enterprise software business in the United Kingdom, the United States, Germany, Canada, France, Japan, and internationally. The company is headquartered in Newbury, the United Kingdom.",1359711,NYSE,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"THE LAWN, 22-30 OLD BATH ROAD, BERKSHIRE, GB",April,2021-04-30,1541561000,656100000,None,None,8.51,0.291,0.059,-1.261,8.62,-0.146,-0.0068,-0.0012,-0.144,2899900000,2126200000,-1.261,1.45,-0.02,6.9,-,4.554,0.532,0.585,2.028,8.16,2.418,7.16,4.136,5.15,5.36,335852000,2022-04-21,2022-03-10
MFH,Common Stock,Mercurity Fintech Holding Inc,"Mercurity Fintech Holding Inc. is dedicated to the design, development, creation, testing, installation, configuration, integration and customization of digital asset infrastructure solutions based on blockchain technologies in the British Virgin Islands and the Asia Pacific region. The company is headquartered in Beijing, the People's Republic of China.",1527762,NASDAQ,USD,China,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,"BLDG #9, 1 NONGDANANIU, HAIDIAN DISTRICT, BEIJING, CHINA",December,2021-09-30,25004200,1964700,None,None,0.642,0,0,-1.869,0.006,0,-175.76,-0.638,-1.145,54590,1327300,-1.869,0,-0.942,None,-,-,458.04,4.492,425.92,682.22,1.377,7.57,1.62,2.39,2.918,14288100,2020-05-19,None
MGIC,Common Stock,Magic Software Enterprises Ltd,"Magic Software Enterprises Ltd. provides proprietary application development, business process integration, vertical software solutions, and information technology (IT) outsourcing software services in Israel and internationally. The company is headquartered in Or Yehuda, Israel.",876779,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"5 HAPLADA STREET, OR YEHUDA ISRAEL, IL",December,2021-12-31,851032000,68414000,33.22,1.08,5.41,0.45,0.0263,0.516,9.79,0.0611,0.112,0.0715,0.116,480325000,132994000,0.516,-0.528,0.272,22,33.22,23.92,1.772,3.062,1.614,12.29,1.36,25.19,14.53,17.85,19.67,49073100,2022-04-07,2022-03-23
MGNI,Common Stock,Magnite Inc,"Magnite, Inc. operates an independent sales advertising platform in the United States and internationally. The company is headquartered in Los Angeles, California.",1595974,NASDAQ,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","12181 BLUFF CREEK DRIVE, 4TH FLOOR, LOS ANGELES, CA, US",December,2021-12-31,1304212000,94993000,0,None,6.66,0,0,0,3.709,0.0001,-0.0916,-0.0147,0.0001,468413000,266751000,0,-0.934,0.967,22,-,12.45,2.784,1.646,4.331,19.51,2.173,40.81,9.8,12.51,20.77,132273000,None,None
MGRC,Common Stock,McGrath RentCorp,"McGrath RentCorp is a business-to-business rental company in the United States and internationally. The company is headquartered in Livermore, California.",752714,NASDAQ,USD,USA,TRADE & SERVICES,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC","5700 LAS POSITAS RD, LIVERMORE, CA, US",December,2021-12-31,2059223000,149229000,23.19,2.097,30.17,1.74,0.0219,3.66,25.47,0.145,0.218,0.0585,0.127,616833000,281021000,3.66,-0.094,0.181,95,23.19,20.96,3.338,2.759,3.964,10.23,0.807,91.37,65.96,82.66,77.3,24260400,2022-04-29,2022-04-13
MICT,Common Stock,MICT Inc,"MICT, Inc. designs, develops, manufactures and sells mobile computing devices and software for fleet operators and field personnel. The company is headquartered in Montvale, New Jersey.",854800,NASDAQ,USD,USA,MANUFACTURING,ELECTRONIC COMPONENTS & ACCESSORIES,"28 WEST GRAND AVENUE, SUITE 3, MONTVALE, NJ, US",December,2021-09-30,53137000,-7641000,None,0,1.244,0,0,-0.365,0.413,-0.877,-0.911,-0.189,-0.353,40615000,-58000,-0.365,0,52.05,4,-,21.64,1.308,0.431,0.549,1.099,0.893,2.6,0.43,0.628,1.172,122436000,None,None
MIGI,Common Stock,Mawson Infrastructure Group Inc. Common Stock,"Mawson Infrastructure Group Inc., a digital infrastructure provider, operates cryptocurrency mining and digital asset infrastructure activities in the United States and Australia. The company is headquartered in North Sydney, Australia.",1218683,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"10 BAREKET STREET, PETACH TIKVA, IL",December,2021-12-31,300658000,None,None,None,1.622,0,0,-0.799,0.779,-1.025,-0.426,-0.151,-0.744,43862700,33958400,-0.799,-0.977,11.29,14.5,-,21.93,6.85,2.327,6.49,-,None,17.25,0.45,4.169,8.02,71585000,2018-03-05,None
MIME,Common Stock,Mimecast Limited,"Mimecast Limited provides cloud security and risk management services for corporate information and email. The company is headquartered in London, the United Kingdom.",1644675,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"ONE ROPEMAKER STREET, LONDON, GB",March,2021-12-31,5338182000,104589000,116.66,1.442,7.59,0,0,0.684,8.78,0.0821,0.113,0.0413,0.111,575275000,379690000,0.684,0.25,0.169,80.91,116.66,54.95,9.28,10.51,8.92,40.67,1.432,85.48,40.97,79.55,73.2,66899000,None,None
MIR,Common Stock,Mirion Technologies Inc,None,1809987,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,"200 WEST STREET, NEW YORK, NY, US",June,2021-12-31,1646024000,60000000,None,None,8.14,0,0,-24.95,97.23,-0.397,-0.103,0.0075,0,644200000,248800000,-24.95,0,0.259,12.33,-,-,2.555,1.02,-,-,None,11.95,7.2,8.22,9.64,199533000,None,None
MITK,Common Stock,Mitek Systems Inc,"Mitek Systems, Inc. develops, markets, and sells mobile imaging and digital identity verification solutions in the United States, Europe, Latin America, and internationally. The company is headquartered in San Diego, California.",807863,NASDAQ,USD,USA,TECHNOLOGY,"COMPUTER PERIPHERAL EQUIPMENT, NEC","8911 BALBOA AVE., SAN DIEGO, CA, US",September,2021-12-31,564351000,36611000,63.7,1.276,4.231,0,0,0.2,2.865,0.0708,0.218,0.0593,0.0543,126294000,105257000,0.2,0.395,0.25,24.75,63.7,15.38,4.469,3.054,4.283,20.35,0.454,23.29,12.65,14.17,17.41,44297600,None,None
MIXT,Common Stock,MiX Telematics Limited,"MiX Telematics Limited provides fleet and mobile asset management solutions through the software as a service (Saas) delivery model. The company is headquartered in Boca Raton, Florida.",1576914,NYSE,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"750 PARK OF COMMERCE BLVD, SUITE 100, BOCA RATON, FL, SOUTH AFRICA",March,2021-12-31,225318000,32681000,27.21,0.808,5.4,0.01,0.0252,0.375,6.4,0.0583,0.118,0.0606,0.068,141530000,83029000,0.375,-0.9,0.062,19,27.21,29.41,1.592,1.96,1.448,12.38,0.384,16.44,10.17,11.47,12.27,22079200,2022-03-10,2022-02-24
MKFG,Common Stock,Markforged Holding Corporation,None,1816613,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,"16 FUNSTON AVENUE, SUITE A, THE PRESIDIO OF SAN FRANCISCO, SAN FRANCISCO, CA, US",December,2021-12-31,636150000,None,113.33,None,1.313,0,0,0.03,0.844,0.0423,-0.647,-0.173,0.0252,91221000,52853000,0.03,0,0.095,5.6,113.33,-,6.97,2.682,6.59,106.46,None,11,2.95,3.839,6.19,187103000,None,None
MKTW,Common Stock,MarketWise Inc. Class A Common Stock,None,1805651,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,"667 MADISON AVENUE, 5TH FLOOR, NEW YORK, NY, US",December,2021-12-31,109230000,None,5.49,None,None,0,0,0.729,21.94,-1.845,-1.744,-1.695,0,549183000,309687000,0.729,0,0.373,8.17,5.49,9.67,0.199,7.0,0.0058,0.0268,None,16.97,3.72,4.668,7.05,27307600,None,None
MKTWW,Common Stock,MarketWise Inc. Warrant,None,1805651,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,"667 MADISON AVENUE, 5TH FLOOR, NEW YORK, NY, US",December,2021-12-31,None,None,None,None,None,None,None,-2093.74,750.86,-2.788,-2.79,0,0,407511000,0,-2093.74,0,0.567,None,-,-,-,-,-,-,None,2.4,0.5,0.666,1.004,0,None,None
ML,Common Stock,MoneyLion Inc,None,1807846,NYSE,USD,USA,FINANCE,FINANCE SERVICES,"30 WEST 21ST STREET, 9TH FLOOR, NEW YORK, NY, UNITED STATES",December,2021-12-31,451248000,None,None,None,1.012,0,0,-1.389,1.6,-1.143,-0.247,-0.0782,-1.246,155490000,107048000,-1.389,0,1.142,7.67,-,-,2.902,2.005,2.645,-,None,11.34,1.8,2.29,5.37,235025000,None,None
MMAT,Common Stock,Meta Materials Inc,"Metamaterial Exchangeco Inc., a photonics and smart materials company, invents, designs, develops and manufactures a variety of functional materials and nanocomposites. The company is headquartered in Dartmouth, Canada.",1431959,NASDAQ,USD,USA,ENERGY & TRANSPORTATION,CRUDE PETROLEUM & NATURAL GAS,"5700 W. PLANO PARKWAY, SUITE 3600, PLANO, TX, US",December,2021-12-31,350443000,None,None,None,1.176,0,0,-0.391,0.018,0,-9.32,-0.107,-0.559,4082500,3406500,-0.391,0,7.38,5.05,-,-,85.84,1.1,79.9,-,None,21.76,1.15,1.648,3.195,294490000,None,None
MMYT,Common Stock,MakeMyTrip Limited,"MakeMyTrip Limited, an online travel company, sells travel products and solutions in India, the United States, Singapore, Malaysia, Thailand, the United Arab Emirates, Peru, Colombia, and Indonesia. The company is headquartered in Gurugram, India.",1495153,NASDAQ,USD,USA,ENERGY & TRANSPORTATION,TRANSPORTATION SERVICES,"19TH FLOOR, BUILDING NO.5,, DLF CYBER CITY,, GURGAON, IN",March,2021-12-31,2670692000,-129935000,None,-0.21,8.28,0,0,-0.353,2.723,-0.13,-0.102,-0.0155,-0.0437,294556000,31567000,-0.353,0,1.025,33.33,-,-,9.07,2.889,7.98,424.71,1.307,36.28,20.06,25.44,27.29,65065000,None,None
